user_id,age,location,device,account_age_days,event_demand,ticket_price,purchase_time_sec,resale_price,resale_flag,scalper,purchase_date
user_63,29,Pune,Tablet,462,High,500,69.2,500,0,0,1/9/2024
user_279,26,Mumbai,Mobile,108,High,1000,6.03,2769.99,1,1,5/31/2024
user_277,39,Hyderabad,Desktop,129,High,500,65.62,500,1,0,4/22/2024
user_268,25,Delhi,Tablet,429,Low,1500,68.65,1500,0,0,8/14/2024
user_189,33,Mumbai,Desktop,519,High,2000,84.47,2000,1,0,12/3/2024
user_453,19,Mumbai,Tablet,831,High,500,17.85,500,1,0,6/9/2024
user_121,21,Mumbai,Desktop,810,Low,2000,20.43,2000,0,0,5/14/2024
user_336,20,Mumbai,Mobile,410,Low,1500,11.05,1500,0,0,1/22/2024
user_334,31,Bangalore,Mobile,679,High,2000,108.37,2000,0,0,9/20/2024
user_204,44,Hyderabad,Tablet,36,Medium,2000,47.51,2000,0,0,10/10/2024
user_179,32,Pune,Desktop,969,Low,500,9.98,922.64,1,1,10/30/2024
user_26,36,Mumbai,Desktop,525,Medium,500,0.74,500,0,0,1/17/2024
user_251,29,Delhi,Desktop,229,High,1500,19.04,1500,0,0,1/6/2024
user_384,20,Mumbai,Desktop,901,High,500,0.47,500,1,0,10/28/2024
user_276,38,Pune,Tablet,616,High,2000,99.41,2000,1,0,7/9/2024
user_23,38,Delhi,Mobile,937,High,1500,57.14,1500,0,0,5/7/2024
user_176,35,Delhi,Tablet,802,Low,500,15.06,500,1,0,11/18/2024
user_220,25,Mumbai,Desktop,695,Medium,1500,0.51,3633.77,1,1,12/7/2024
user_284,40,Delhi,Tablet,971,Low,1500,8.8,1500,0,0,9/29/2024
user_221,25,Mumbai,Mobile,938,Low,1000,4.41,1000,0,0,2/8/2024
user_225,27,Hyderabad,Mobile,768,High,1500,16.33,1500,0,0,1/13/2024
user_492,43,Pune,Mobile,912,Medium,2000,20.89,2000,0,0,11/16/2024
user_35,25,Mumbai,Mobile,521,Medium,500,15.16,500,0,0,5/22/2024
user_445,19,Hyderabad,Tablet,843,High,2000,17.31,2000,0,0,2/20/2024
user_92,42,Delhi,Tablet,707,High,2000,23.47,2000,0,0,11/9/2024
user_12,43,Delhi,Tablet,351,Low,2000,8.64,2000,0,0,9/27/2024
user_276,39,Delhi,Desktop,453,High,500,11.86,500,1,0,2/29/2024
user_235,29,Mumbai,Tablet,629,Medium,1000,29.26,1000,0,0,12/30/2024
user_363,37,Delhi,Mobile,359,Low,2000,23.34,2000,0,0,11/3/2024
user_312,33,Mumbai,Mobile,278,Medium,2000,104.74,2000,0,0,5/26/2024
user_422,34,Delhi,Mobile,129,High,1000,9.48,1000,0,0,12/11/2024
user_75,22,Hyderabad,Desktop,483,High,2000,98.62,2000,1,0,5/8/2024
user_208,43,Delhi,Tablet,643,High,1000,5.1,1000,0,0,5/5/2024
user_158,39,Pune,Mobile,569,High,2000,6.06,2000,1,0,9/28/2024
user_482,24,Pune,Desktop,713,Low,500,24.25,500,0,0,9/3/2024
user_330,20,Delhi,Tablet,85,Medium,500,25.04,500,0,0,3/26/2024
user_141,42,Pune,Tablet,294,Medium,500,3.7,500,0,0,4/3/2024
user_244,31,Mumbai,Tablet,967,High,500,36.49,500,0,0,8/5/2024
user_47,43,Mumbai,Tablet,441,Medium,1000,49.34,1000,0,0,9/10/2024
user_472,22,Mumbai,Mobile,32,Low,1000,1.48,1000,1,0,4/9/2024
user_181,19,Hyderabad,Tablet,189,Medium,2000,14.08,2000,0,0,4/5/2024
user_435,18,Hyderabad,Mobile,334,Low,2000,34.56,2000,0,0,12/1/2024
user_473,40,Bangalore,Mobile,267,Medium,1000,0.81,1000,0,0,12/5/2024
user_118,41,Pune,Tablet,917,Low,500,14.74,500,0,0,6/27/2024
user_271,28,Pune,Desktop,622,Medium,500,29.5,500,1,0,6/16/2024
user_418,27,Hyderabad,Desktop,52,High,1500,6.54,1500,0,0,4/4/2024
user_27,31,Mumbai,Tablet,907,High,500,1.19,500,0,0,8/2/2024
user_452,34,Mumbai,Desktop,99,High,1000,11.52,1000,1,0,3/30/2024
user_454,19,Bangalore,Mobile,124,Low,2000,9.93,2000,0,0,4/23/2024
user_175,30,Delhi,Desktop,84,Medium,1000,62.98,1000,0,0,10/3/2024
user_134,42,Bangalore,Tablet,685,Medium,1500,5.86,1500,0,0,7/10/2024
user_492,20,Bangalore,Desktop,698,High,1500,39.46,1500,0,0,4/5/2024
user_286,41,Delhi,Desktop,672,High,2000,80.1,2000,1,0,7/1/2024
user_447,30,Delhi,Desktop,288,High,1500,42.14,1500,0,0,9/29/2024
user_148,34,Pune,Tablet,71,Medium,1000,20.59,1000,0,0,7/5/2024
user_384,36,Hyderabad,Mobile,186,High,1500,1.65,1500,1,0,3/16/2024
user_44,26,Mumbai,Tablet,464,Medium,500,94.26,500,0,0,2/21/2024
user_473,36,Mumbai,Tablet,515,Low,1500,29.98,1500,0,0,4/8/2024
user_163,29,Delhi,Mobile,34,Medium,1000,24.2,1000,0,0,2/22/2024
user_324,40,Pune,Desktop,153,High,2000,46.76,2000,0,0,2/11/2024
user_83,43,Pune,Desktop,944,High,1500,165.13,1500,0,0,6/11/2024
user_353,40,Mumbai,Desktop,742,Medium,1500,12.97,1500,0,0,3/16/2024
user_113,26,Hyderabad,Desktop,83,Medium,1500,54.41,1500,1,0,8/17/2024
user_369,24,Bangalore,Mobile,183,High,1500,36.22,1500,0,0,10/9/2024
user_182,43,Hyderabad,Tablet,203,High,1500,2.55,1500,0,0,12/4/2024
user_435,25,Delhi,Desktop,505,Medium,1000,59.66,1000,1,0,5/24/2024
user_302,24,Bangalore,Tablet,226,Medium,1000,26.89,1000,0,0,9/8/2024
user_112,36,Delhi,Desktop,454,High,2000,14.24,2000,0,0,7/20/2024
user_261,43,Pune,Tablet,540,Low,500,3.54,500,0,0,5/20/2024
user_373,35,Pune,Desktop,229,Medium,1000,25.42,1000,0,0,11/12/2024
user_118,26,Hyderabad,Desktop,944,Medium,500,41.12,500,0,0,7/8/2024
user_127,42,Hyderabad,Mobile,200,Low,500,19.49,500,0,0,4/26/2024
user_93,23,Delhi,Tablet,67,Medium,500,0.37,500,1,0,11/12/2024
user_475,32,Mumbai,Desktop,158,Medium,2000,1.33,2000,1,0,9/8/2024
user_162,22,Pune,Mobile,685,Medium,1500,24.21,1500,1,0,2/16/2024
user_329,26,Pune,Desktop,314,High,1500,35.7,1500,0,0,2/23/2024
user_165,39,Pune,Mobile,268,High,1000,69.43,1000,0,0,1/12/2024
user_96,27,Bangalore,Tablet,745,High,500,1.79,500,0,0,6/4/2024
user_287,38,Pune,Tablet,17,Medium,500,5.58,500,0,0,5/15/2024
user_41,43,Mumbai,Mobile,325,Medium,1000,4.38,1616.6,1,1,2/10/2024
user_324,21,Hyderabad,Mobile,713,Medium,1000,18.11,1000,0,0,7/19/2024
user_141,18,Delhi,Mobile,733,Low,1000,27.7,1000,0,0,2/15/2024
user_415,20,Pune,Mobile,262,High,1500,84.67,1500,0,0,7/15/2024
user_349,32,Pune,Desktop,930,High,500,16.25,500,1,0,8/29/2024
user_16,44,Delhi,Desktop,886,Medium,500,5.4,500,0,0,3/5/2024
user_114,35,Pune,Desktop,233,Medium,2000,21.09,4130.22,1,1,10/8/2024
user_102,42,Mumbai,Tablet,863,Medium,2000,53.01,2000,0,0,4/7/2024
user_488,26,Delhi,Tablet,108,Low,2000,4.31,2000,0,0,11/6/2024
user_97,23,Mumbai,Mobile,485,Low,1500,50.28,1500,1,0,12/23/2024
user_41,20,Hyderabad,Tablet,446,Low,2000,4.4,5178.36,1,1,7/20/2024
user_173,27,Delhi,Mobile,92,Low,2000,8.52,2000,0,0,1/1/2024
user_327,36,Mumbai,Desktop,694,Medium,1000,27.96,1000,0,0,10/14/2024
user_418,19,Hyderabad,Desktop,357,Medium,1500,9.39,1500,0,0,9/6/2024
user_375,19,Delhi,Mobile,447,Low,1500,44.39,1500,0,0,9/24/2024
user_335,18,Mumbai,Tablet,63,Low,1000,103.24,1000,0,0,9/7/2024
user_237,42,Hyderabad,Tablet,410,Low,2000,4.32,2000,0,0,7/25/2024
user_376,22,Pune,Desktop,862,Low,2000,30.6,2000,1,0,4/12/2024
user_26,23,Mumbai,Mobile,713,Low,1500,0.44,1500,0,0,4/7/2024
user_69,35,Pune,Tablet,807,Low,1000,24.28,1000,0,0,11/3/2024
user_151,42,Bangalore,Desktop,175,Low,1500,17.98,1500,1,0,1/30/2024
user_318,40,Pune,Tablet,115,Medium,1500,59.49,1500,1,0,5/17/2024
user_5,41,Delhi,Tablet,410,Low,2000,20.33,2000,0,0,3/9/2024
user_20,19,Mumbai,Tablet,783,Low,500,20.35,500,0,0,8/22/2024
user_335,28,Delhi,Tablet,761,Low,500,12.54,500,0,0,5/30/2024
user_204,40,Pune,Desktop,857,Medium,1500,4.94,1500,0,0,1/8/2024
user_230,21,Pune,Mobile,369,Low,2000,35.77,2000,0,0,12/17/2024
user_426,20,Mumbai,Tablet,676,High,500,33.04,500,0,0,5/1/2024
user_419,36,Hyderabad,Mobile,412,Medium,2000,51.74,2000,0,0,6/18/2024
user_436,39,Delhi,Tablet,414,High,1500,23.87,1500,0,0,1/12/2024
user_253,43,Bangalore,Desktop,55,Low,2000,13.59,2000,0,0,10/27/2024
user_211,44,Pune,Mobile,82,Low,2000,2.9,2000,0,0,8/1/2024
user_172,32,Bangalore,Tablet,65,Low,1000,62.04,1000,1,0,3/1/2024
user_428,34,Pune,Mobile,35,Low,500,60.82,500,0,0,12/20/2024
user_181,37,Delhi,Tablet,728,High,2000,23.07,2000,1,0,1/14/2024
user_374,43,Mumbai,Desktop,37,Medium,1000,13.81,1000,0,0,12/30/2024
user_84,43,Pune,Mobile,535,Medium,500,4.8,500,0,0,1/3/2024
user_36,32,Mumbai,Desktop,928,Medium,1000,21.5,1000,0,0,9/30/2024
user_469,43,Bangalore,Mobile,815,Low,1000,22.82,1000,0,0,4/28/2024
user_412,22,Hyderabad,Desktop,37,Low,2000,0.61,2000,0,0,8/18/2024
user_426,39,Pune,Tablet,483,High,1000,22.99,1000,0,0,1/13/2024
user_170,37,Bangalore,Tablet,34,High,1000,34.1,1000,0,0,4/18/2024
user_245,35,Hyderabad,Tablet,120,Medium,500,26.33,500,0,0,4/20/2024
user_191,25,Delhi,Tablet,945,Low,500,16.95,500,0,0,4/10/2024
user_457,23,Hyderabad,Tablet,701,Low,1500,31.15,1500,0,0,11/10/2024
user_407,30,Hyderabad,Desktop,975,High,1000,27.92,1000,0,0,5/29/2024
user_177,38,Hyderabad,Tablet,719,High,500,13.64,500,0,0,12/15/2024
user_363,28,Mumbai,Mobile,455,Low,1500,10.07,1500,0,0,11/6/2024
user_210,26,Pune,Desktop,768,Medium,1000,1.59,1000,0,0,8/16/2024
user_141,21,Hyderabad,Tablet,929,High,2000,3.56,2000,0,0,8/7/2024
user_138,28,Delhi,Tablet,13,High,500,0.16,500,1,0,4/3/2024
user_357,41,Bangalore,Tablet,956,High,2000,51.59,2000,0,0,7/21/2024
user_343,25,Bangalore,Mobile,35,Medium,500,9.85,500,0,0,11/21/2024
user_434,43,Delhi,Tablet,127,Medium,1500,37.23,1500,0,0,1/20/2024
user_175,34,Bangalore,Mobile,149,Low,2000,3.66,2000,0,0,11/15/2024
user_263,23,Bangalore,Mobile,814,High,1500,21.16,1500,1,0,11/28/2024
user_393,28,Pune,Desktop,268,Medium,500,1.6,500,0,0,1/10/2024
user_500,22,Hyderabad,Mobile,928,Low,2000,23.88,2000,0,0,6/16/2024
user_95,19,Mumbai,Desktop,605,High,1000,8.82,1000,0,0,9/29/2024
user_211,26,Mumbai,Desktop,980,Medium,1500,19.23,1500,0,0,4/3/2024
user_257,34,Delhi,Tablet,590,Medium,2000,53.27,2000,1,0,11/29/2024
user_112,38,Delhi,Mobile,385,Medium,2000,141.08,2000,0,0,2/4/2024
user_438,18,Mumbai,Desktop,305,Low,2000,38.36,2000,0,0,12/14/2024
user_360,25,Mumbai,Tablet,788,Medium,1500,47.58,1500,0,0,10/12/2024
user_186,20,Delhi,Mobile,734,Medium,1500,6.19,1500,0,0,3/18/2024
user_82,43,Delhi,Mobile,583,High,1500,13.33,1500,1,0,3/29/2024
user_99,35,Delhi,Mobile,305,Medium,500,18.04,500,0,0,10/14/2024
user_400,36,Hyderabad,Desktop,646,Medium,1500,10.76,1500,0,0,5/22/2024
user_2,18,Hyderabad,Tablet,674,Low,500,13.17,500,0,0,11/4/2024
user_210,25,Mumbai,Tablet,113,High,2000,29.36,2000,0,0,5/13/2024
user_181,20,Bangalore,Mobile,400,Medium,2000,39.34,2000,0,0,1/15/2024
user_244,32,Mumbai,Tablet,678,High,2000,20.52,2000,0,0,6/5/2024
user_449,23,Bangalore,Mobile,450,High,1000,11.21,1000,0,0,10/15/2024
user_383,21,Hyderabad,Mobile,607,High,500,37.56,500,0,0,11/25/2024
user_177,18,Pune,Mobile,127,Medium,2000,51.65,2000,0,0,8/15/2024
user_239,30,Pune,Desktop,225,Low,1000,27.79,1000,0,0,5/15/2024
user_208,22,Delhi,Tablet,166,Medium,500,7.81,500,0,0,5/9/2024
user_126,44,Mumbai,Mobile,104,High,1500,27.37,1500,0,0,10/8/2024
user_89,28,Pune,Tablet,292,Low,1500,2.12,2658.59,1,1,11/25/2024
user_130,25,Hyderabad,Desktop,559,Medium,500,7.74,500,0,0,12/11/2024
user_276,31,Pune,Tablet,372,Low,1500,4.99,1500,0,0,7/28/2024
user_273,42,Hyderabad,Desktop,632,High,1000,38.85,1000,0,0,12/21/2024
user_484,33,Hyderabad,Tablet,333,Low,500,46.83,500,0,0,5/6/2024
user_95,27,Hyderabad,Tablet,613,Medium,1000,14.07,1000,0,0,2/20/2024
user_284,31,Delhi,Desktop,305,Low,2000,55.06,2000,1,0,9/13/2024
user_280,31,Delhi,Tablet,622,Low,1500,125.68,1500,1,0,6/30/2024
user_334,40,Hyderabad,Tablet,834,Medium,2000,12.11,2000,0,0,5/28/2024
user_272,32,Mumbai,Tablet,978,High,2000,40.91,2000,0,0,11/8/2024
user_437,38,Pune,Tablet,675,High,1500,12.17,1500,0,0,1/25/2024
user_289,43,Hyderabad,Desktop,84,Medium,500,76.9,500,0,0,12/12/2024
user_210,34,Hyderabad,Tablet,649,Medium,500,7.63,500,0,0,6/27/2024
user_146,39,Delhi,Desktop,673,High,1000,25.86,1000,0,0,12/9/2024
user_54,18,Hyderabad,Tablet,186,High,2000,45.49,2000,0,0,6/2/2024
user_113,35,Delhi,Mobile,478,Low,2000,21.72,2000,1,0,12/26/2024
user_251,34,Pune,Tablet,157,Low,1000,16.07,1000,0,0,7/7/2024
user_31,25,Pune,Mobile,570,High,1000,10.68,1000,0,0,8/2/2024
user_346,36,Delhi,Desktop,900,High,1500,48.25,1500,0,0,6/6/2024
user_462,34,Pune,Tablet,438,High,1500,14.23,1500,1,0,1/19/2024
user_162,35,Bangalore,Tablet,778,Low,1500,44.82,1500,0,0,7/12/2024
user_321,39,Mumbai,Mobile,997,Low,1000,19.68,1000,0,0,11/14/2024
user_426,21,Hyderabad,Mobile,906,High,2000,12.21,2000,0,0,5/10/2024
user_218,27,Mumbai,Tablet,467,Low,1500,68.32,1500,0,0,3/27/2024
user_436,40,Delhi,Tablet,485,Medium,2000,54.94,2000,1,0,1/8/2024
user_233,18,Bangalore,Tablet,322,High,1000,7.53,1000,0,0,9/11/2024
user_437,25,Delhi,Desktop,63,Medium,1000,12.43,1000,0,0,2/20/2024
user_256,18,Delhi,Tablet,613,Medium,500,8.16,500,0,0,4/5/2024
user_190,41,Hyderabad,Desktop,87,Medium,2000,27.73,2000,1,0,6/13/2024
user_317,39,Delhi,Mobile,478,High,1500,15.65,1500,0,0,1/7/2024
user_296,27,Pune,Mobile,784,Low,500,39.94,500,1,0,4/21/2024
user_279,36,Hyderabad,Tablet,557,Low,500,5.15,1277.96,1,1,10/29/2024
user_449,22,Delhi,Mobile,925,Low,1500,12.28,1500,1,0,7/13/2024
user_140,40,Pune,Tablet,128,High,2000,9.36,2000,0,0,9/12/2024
user_98,26,Delhi,Mobile,235,Medium,2000,59.21,2000,0,0,12/7/2024
user_368,29,Delhi,Tablet,289,Low,1000,3.64,1000,0,0,2/28/2024
user_484,31,Mumbai,Tablet,736,Medium,1000,48.26,1000,0,0,4/24/2024
user_31,34,Hyderabad,Mobile,535,High,1000,40.61,1000,0,0,10/7/2024
user_18,24,Mumbai,Tablet,210,High,2000,4.5,2000,1,0,1/4/2024
user_396,43,Hyderabad,Tablet,451,Medium,1500,69.25,1500,0,0,10/19/2024
user_198,28,Pune,Tablet,847,Low,1500,73.71,1500,0,0,12/21/2024
user_268,26,Pune,Mobile,943,Medium,500,2.09,500,0,0,3/16/2024
user_348,40,Bangalore,Mobile,638,Low,1000,0.33,1000,0,0,11/8/2024
user_6,23,Pune,Mobile,740,Low,2000,27.3,2000,0,0,11/4/2024
user_301,24,Bangalore,Tablet,915,Low,500,73.75,500,0,0,7/8/2024
user_409,43,Bangalore,Desktop,567,Low,1500,1.44,1500,0,0,12/28/2024
user_65,18,Bangalore,Tablet,828,High,1000,2.84,1000,0,0,1/29/2024
user_2,38,Delhi,Mobile,788,Low,500,10.22,500,0,0,4/22/2024
user_33,44,Pune,Desktop,816,High,2000,28.28,2000,1,0,2/24/2024
user_499,32,Pune,Tablet,673,High,500,82.86,500,0,0,10/15/2024
user_304,43,Bangalore,Desktop,557,High,1500,23.29,1500,0,0,8/31/2024
user_379,28,Mumbai,Tablet,858,Low,1500,20.58,1500,0,0,7/19/2024
user_497,43,Pune,Desktop,459,Medium,2000,3.38,2000,0,0,1/17/2024
user_284,18,Bangalore,Desktop,226,High,1500,36.62,1500,0,0,1/25/2024
user_248,24,Hyderabad,Mobile,812,Medium,2000,51.29,2000,0,0,6/20/2024
user_448,36,Hyderabad,Desktop,487,Low,500,0.16,500,0,0,4/10/2024
user_22,29,Hyderabad,Desktop,964,Medium,1500,74.78,1500,0,0,11/25/2024
user_482,42,Hyderabad,Tablet,832,Low,1000,22.1,1000,0,0,3/20/2024
user_161,41,Hyderabad,Tablet,348,Medium,500,39.53,500,1,0,8/2/2024
user_137,22,Hyderabad,Tablet,383,High,1000,30.42,1000,1,0,3/29/2024
user_281,29,Bangalore,Mobile,664,High,1500,35.44,1500,0,0,1/26/2024
user_151,32,Hyderabad,Desktop,297,Medium,2000,36.68,2000,1,0,10/8/2024
user_412,38,Bangalore,Mobile,95,Low,1500,74.13,1500,0,0,4/26/2024
user_26,24,Mumbai,Tablet,146,Low,2000,6.42,2000,0,0,11/10/2024
user_15,40,Bangalore,Desktop,486,Medium,1000,19.29,1000,1,0,4/12/2024
user_330,34,Hyderabad,Mobile,535,High,1500,27.21,1500,0,0,7/6/2024
user_272,30,Delhi,Mobile,107,Low,2000,64.88,2000,0,0,7/1/2024
user_72,40,Pune,Desktop,373,High,500,25.49,500,1,0,1/4/2024
user_82,39,Mumbai,Desktop,930,Low,1000,40.17,1000,0,0,4/17/2024
user_224,19,Bangalore,Mobile,320,High,1000,18.59,1000,1,0,9/7/2024
user_313,40,Pune,Tablet,790,Medium,1000,22.58,1000,1,0,8/14/2024
user_302,44,Delhi,Mobile,48,Low,2000,0.29,2000,0,0,11/13/2024
user_409,38,Bangalore,Tablet,757,Medium,1000,29.63,1000,1,0,8/26/2024
user_18,42,Hyderabad,Tablet,275,High,500,2.89,500,0,0,12/5/2024
user_266,22,Hyderabad,Mobile,586,Medium,2000,8.18,2000,0,0,5/21/2024
user_77,41,Mumbai,Mobile,679,Low,1500,57.48,1500,0,0,10/19/2024
user_158,42,Mumbai,Mobile,441,Low,500,0.54,500,1,0,3/13/2024
user_443,32,Hyderabad,Desktop,826,High,1000,14.91,1000,0,0,7/5/2024
user_462,43,Bangalore,Desktop,814,High,500,46.3,500,0,0,7/16/2024
user_463,24,Mumbai,Mobile,449,Low,500,10.78,1200.6,1,1,3/2/2024
user_197,30,Delhi,Mobile,235,High,500,5.48,500,1,0,2/28/2024
user_322,25,Pune,Desktop,669,High,2000,54.57,2000,0,0,8/30/2024
user_241,30,Mumbai,Mobile,375,Low,1500,7.87,1500,0,0,8/5/2024
user_207,26,Hyderabad,Desktop,762,Low,1500,94.59,1500,1,0,1/5/2024
user_471,22,Pune,Mobile,63,High,1000,104.31,1000,1,0,4/8/2024
user_400,37,Hyderabad,Mobile,899,Medium,1000,22.34,1000,0,0,6/26/2024
user_460,35,Mumbai,Tablet,71,High,500,168.27,500,1,0,8/14/2024
user_35,23,Pune,Tablet,790,High,1500,7.6,1500,0,0,11/24/2024
user_83,21,Delhi,Mobile,919,Medium,1500,59.01,1500,0,0,11/18/2024
user_48,44,Hyderabad,Tablet,997,High,2000,19.43,2000,0,0,8/13/2024
user_201,29,Delhi,Tablet,179,Medium,2000,49.75,2000,0,0,9/17/2024
user_271,28,Bangalore,Mobile,964,Low,500,9.91,500,0,0,2/7/2024
user_414,25,Bangalore,Tablet,260,High,500,38.56,500,0,0,2/6/2024
user_144,33,Pune,Mobile,982,High,1500,67.47,1500,1,0,4/23/2024
user_62,25,Hyderabad,Desktop,310,Medium,1000,19.65,1000,0,0,7/4/2024
user_181,20,Hyderabad,Mobile,577,High,1000,32.55,1000,0,0,8/24/2024
user_265,18,Mumbai,Mobile,271,Low,2000,22.1,2000,1,0,4/1/2024
user_390,18,Hyderabad,Tablet,580,Low,1000,60.59,1000,0,0,12/28/2024
user_440,30,Bangalore,Mobile,354,High,1000,79.82,1000,0,0,6/3/2024
user_86,23,Bangalore,Mobile,709,Medium,500,5.18,500,1,0,11/9/2024
user_170,42,Mumbai,Mobile,40,Low,1500,52.43,1500,0,0,12/28/2024
user_275,38,Pune,Tablet,679,Medium,500,71.81,500,0,0,9/14/2024
user_476,31,Bangalore,Desktop,598,High,1500,21.25,1500,0,0,8/11/2024
user_24,30,Mumbai,Mobile,55,Medium,1000,11.86,1000,0,0,12/25/2024
user_137,19,Bangalore,Mobile,709,Medium,2000,0.27,2000,1,0,11/21/2024
user_373,36,Hyderabad,Tablet,423,Low,2000,0.56,2000,0,0,11/14/2024
user_479,32,Pune,Desktop,231,Medium,1500,42.04,1500,0,0,12/17/2024
user_411,21,Pune,Mobile,251,Medium,1500,88.29,1500,0,0,1/12/2024
user_175,39,Mumbai,Tablet,410,Low,500,26.18,500,0,0,4/29/2024
user_19,44,Delhi,Tablet,219,High,1500,61.56,1500,1,0,10/11/2024
user_30,29,Hyderabad,Mobile,685,Low,2000,31.29,2000,0,0,1/7/2024
user_353,28,Mumbai,Desktop,42,Medium,500,11.73,500,0,0,2/27/2024
user_436,40,Delhi,Mobile,547,Medium,1000,5.19,1000,0,0,1/4/2024
user_489,34,Delhi,Tablet,108,Low,1500,18.01,1500,0,0,10/11/2024
user_340,28,Hyderabad,Desktop,893,Low,500,54.97,500,0,0,3/24/2024
user_300,39,Hyderabad,Mobile,468,Low,500,9.58,500,1,0,8/23/2024
user_40,41,Delhi,Tablet,613,High,500,39.42,500,1,0,12/22/2024
user_453,44,Bangalore,Tablet,93,High,1500,15.2,1500,0,0,9/13/2024
user_136,43,Bangalore,Mobile,901,High,1000,38.67,1000,0,0,6/11/2024
user_77,34,Mumbai,Tablet,802,High,500,37.65,500,0,0,7/26/2024
user_201,44,Hyderabad,Tablet,593,Low,1000,5.2,1000,0,0,4/2/2024
user_192,38,Hyderabad,Tablet,529,High,1500,44.21,1500,1,0,7/17/2024
user_312,20,Mumbai,Mobile,358,Medium,2000,4.22,2000,0,0,11/11/2024
