user_id,account_age_days,ticket_price,purchase_time_sec,mouse_velocity_mean,mouse_velocity_std,click_frequency,keystroke_flight_time_ms,navigation_entropy,session_duration_sec,pages_visited,scroll_depth_pct,resale_price,resale_flag,scalper,purchase_date
user_3299,253,265.64,34.17,339.76,74.43,0.619,118.5,3.798,291.1,7,59.8,265.64,0,0,2025-06-18
user_3055,727,141.7,55.33,452.44,74.01,1.313,340.1,2.827,98.6,7,89.1,141.7,0,0,2025-01-22
user_3110,580,19.55,75.53,246.64,100.87,1.127,216.4,1.65,85.4,4,79.2,19.55,0,0,2025-03-07
user_3739,1087,409.47,45.78,222.16,153.82,0.379,230.4,2.688,53.6,7,45.5,409.47,0,0,2025-02-11
user_981,959,61.23,28.9,353.97,70.66,1.42,81.5,2.789,79.9,10,59.2,61.23,0,0,2025-06-14
user_4809,419,31.82,14.59,358.16,121.12,2.527,103.1,1.261,55.8,4,23.5,44.66,1,1,2025-04-22
user_1883,936,207.14,54.35,45.24,214.13,1.215,167.7,2.542,240.9,7,92.3,207.14,0,0,2025-05-11
user_3632,771,52.25,84.34,474.06,118.46,0.633,205.5,3.275,133.5,6,77.0,48.44,1,0,2025-01-24
user_4204,518,207.06,34.56,392.32,144.89,0.935,101.4,3.375,266.4,8,100,207.06,0,0,2025-02-16
user_3177,253,254.24,38.87,358.19,215.91,0.736,214.4,2.616,327.9,5,54.3,254.24,0,0,2025-02-23
user_2927,932,128.62,63.5,142.14,212.12,0.824,126.3,1.725,208.9,6,85.5,128.62,0,0,2025-01-04
user_4823,420,49.06,8.33,552.53,72.55,2.013,75.4,1.727,28.6,3,16.0,102.69,1,1,2025-06-12
user_4970,21,86.51,2.93,686.09,23.98,6.318,24.3,0.515,4.5,1,4.0,228.89,1,1,2025-06-25
user_2872,1292,15.89,79.98,174.35,177.33,0.912,151.8,1.702,267.4,8,50.3,15.89,0,0,2025-04-09
user_679,756,414.06,13.05,418.18,92.48,0.957,155.3,2.321,63.4,4,45.8,414.06,0,0,2025-04-22
user_4252,1144,97.37,30.17,509.55,196.5,0.708,225.8,4.288,313.9,5,68.7,97.37,0,0,2025-05-01
user_1577,398,61.64,55.0,108.92,97.85,0.264,304.2,3.01,247.5,8,61.7,61.64,0,0,2025-04-15
user_1636,263,63.75,28.23,437.42,71.49,0.403,120.9,1.755,132.0,9,46.7,63.75,0,0,2025-04-24
user_220,1203,149.57,40.73,380.06,147.22,0.259,98.9,3.054,167.1,7,75.2,149.57,0,0,2025-06-29
user_4579,664,57.37,17.31,411.38,58.56,1.957,138.2,1.115,88.5,3,30.9,57.37,0,1,2025-05-13
user_1881,645,189.52,56.83,466.23,135.8,1.574,160.2,3.517,210.7,5,85.5,189.52,0,0,2025-04-02
user_860,905,111.48,44.05,490.48,168.22,1.107,142.6,3.353,189.8,3,29.2,111.48,0,0,2025-04-16
user_3767,595,238.32,60.92,349.5,156.34,1.263,241.8,2.524,338.3,7,74.9,238.32,0,0,2025-01-31
user_1433,379,231.07,62.97,183.23,197.48,0.709,259.9,1.694,159.2,6,28.0,231.07,0,0,2025-01-24
user_489,334,13.66,43.2,279.53,155.55,0.654,186.1,3.239,115.6,6,90.6,13.66,0,0,2025-02-18
user_1266,1196,302.61,50.82,505.02,157.84,1.415,133.9,2.201,169.6,6,50.5,302.61,0,0,2025-05-05
user_2686,1283,103.57,60.85,388.32,195.37,1.068,148.5,3.056,257.6,8,78.3,103.57,0,0,2025-04-21
user_339,937,480.5,70.08,10,97.47,0.974,128.8,1.498,55.0,6,66.5,480.5,0,0,2025-06-03
user_3520,246,91.25,60.07,396.47,133.44,0.897,268.1,2.196,143.0,4,87.2,91.25,0,0,2025-05-05
user_1205,767,355.68,49.64,328.44,176.47,0.896,199.2,2.416,200.8,5,63.8,355.68,0,0,2025-02-12
user_674,1178,27.06,51.1,332.2,178.39,0.706,193.8,1.82,244.8,4,37.0,27.06,0,0,2025-06-29
user_3155,1333,48.42,40.36,328.19,215.7,0.75,162.0,2.795,48.9,9,59.4,48.42,0,0,2025-06-28
user_1919,1409,270.69,34.75,369.46,97.03,0.437,262.6,2.361,193.0,5,72.4,270.69,0,0,2025-04-27
user_992,505,43.52,41.76,347.48,100.24,0.552,231.7,3.473,188.4,5,48.3,43.52,0,0,2025-01-11
user_2286,470,29.53,44.19,338.32,159.35,0.884,197.5,2.916,163.9,3,100,29.53,0,0,2025-04-02
user_2420,1448,194.57,68.75,275.59,90.09,1.013,161.4,2.449,231.8,7,46.0,194.57,0,0,2025-06-24
user_4736,749,104.23,7.66,502.22,99.4,2.806,77.2,0.924,83.8,7,14.3,196.81,1,1,2025-03-15
user_1587,573,17.51,36.21,332.3,232.37,0.902,268.2,1.696,372.7,10,49.8,17.51,0,0,2025-05-26
user_4102,332,284.14,36.45,394.97,183.76,1.014,77.4,2.165,160.2,10,46.6,284.14,0,0,2025-01-28
user_1265,719,242.49,50.61,419.03,205.81,0.516,262.2,3.525,106.1,6,84.0,214.22,1,0,2025-06-17
user_837,356,62.49,3,530.52,185.3,0.673,124.2,1.605,167.4,6,75.4,62.49,0,0,2025-03-26
user_4432,1476,68.62,14.56,189.37,163.5,0.676,174.1,2.361,190.4,4,78.2,68.62,0,0,2025-06-26
user_3393,1275,185.97,33.25,285.31,183.55,0.45,70.7,1.547,96.1,6,83.5,185.97,0,0,2025-04-26
user_1364,1476,10.11,31.9,533.46,117.63,0.609,170.4,1.209,291.1,3,53.0,10.11,0,0,2025-02-13
user_1530,1206,133.21,12.48,194.83,93.5,0.386,205.7,1.991,206.5,8,48.8,121.46,1,0,2025-05-02
user_1338,780,332.67,11.28,415.42,87.08,0.743,238.7,3.06,316.4,8,65.8,332.67,0,0,2025-05-18
user_3176,1131,291.37,50.24,256.39,170.35,0.273,134.2,1.973,108.0,4,88.6,291.37,0,0,2025-04-05
user_876,1216,277.61,32.33,347.21,60.33,0.439,101.4,2.635,178.0,7,72.5,277.61,0,0,2025-02-07
user_2225,1122,48.28,55.67,310.78,163.43,0.577,147.4,3.265,204.9,9,62.6,48.28,0,0,2025-06-10
user_2088,32,68.96,37.45,478.99,177.19,0.559,204.8,2.392,90.2,7,67.2,68.96,0,0,2025-01-07
user_4638,659,383.16,15.27,660.24,95.17,2.123,134.7,0.862,52.9,6,47.0,834.01,1,1,2025-03-19
user_1128,403,38.7,35.94,28.75,133.58,0.978,246.5,2.41,75.9,8,53.5,38.7,0,0,2025-05-18
user_3112,1020,10.58,42.43,321.04,116.89,0.912,230.1,0.898,380.2,8,55.9,10.58,0,0,2025-03-12
user_4789,352,55.14,13.92,548.7,144.64,2.324,138.8,1.139,58.9,5,48.9,133.57,1,1,2025-02-15
user_1625,145,26.25,22.7,360.28,97.29,1.073,71.0,2.251,56.6,6,52.9,26.25,0,0,2025-05-27
user_229,1199,460.09,35.3,276.57,87.51,1.167,249.2,3.575,409.7,12,68.7,460.09,0,0,2025-05-09
user_3971,652,109.16,56.16,497.52,106.17,1.28,291.6,2.691,152.9,10,47.2,109.16,0,0,2025-02-23
user_1160,347,117.52,30.41,201.89,95.72,1.35,78.7,2.345,19.6,7,40.4,117.52,0,0,2025-02-14
user_1765,1084,23.98,21.77,408.68,217.53,1.058,210.8,2.699,130.0,7,46.0,23.98,0,0,2025-06-26
user_4810,199,246.27,25.55,717.84,132.69,0.889,114.3,1.165,90.3,7,22.9,319.64,1,1,2025-03-19
user_1980,178,84.41,39.84,396.35,109.94,0.945,117.0,4.14,296.7,6,69.2,84.41,0,0,2025-03-24
user_29,672,168.69,28.2,465.51,115.05,0.667,133.8,2.169,71.8,5,55.1,168.69,0,0,2025-06-09
user_1797,195,89.74,30.99,347.17,193.71,1.692,191.6,3.883,185.7,6,70.2,89.74,0,0,2025-06-08
user_2400,48,304.33,27.3,353.96,106.93,0.807,157.5,2.85,219.3,6,57.7,304.33,0,0,2025-06-20
user_3223,408,108.56,57.99,506.77,101.68,0.595,249.0,3.419,108.6,9,63.8,108.56,0,0,2025-06-14
user_221,740,333.58,52.49,388.87,135.78,0.691,97.2,3.159,116.0,5,65.0,333.58,0,0,2025-03-02
user_3898,1397,25.15,56.63,210.69,116.11,0.369,156.7,2.978,176.9,8,69.5,25.15,0,0,2025-06-14
user_132,1473,61.72,83.41,304.55,192.26,1.289,136.8,2.44,225.4,7,24.3,61.72,0,0,2025-03-15
user_2424,112,71.54,45.23,290.79,190.92,1.132,217.0,2.538,216.4,4,67.3,71.54,0,0,2025-03-12
user_3347,1329,138.89,50.54,244.75,176.07,0.76,169.7,3.362,144.8,6,61.7,147.95,1,0,2025-04-01
user_2237,1313,43.99,40.49,349.15,123.8,0.683,228.0,3.316,221.5,7,53.0,31.7,1,0,2025-05-07
user_1031,511,57.48,46.33,386.01,175.33,0.664,231.6,2.787,198.5,8,89.9,57.48,0,0,2025-04-21
user_4362,774,230.31,50.28,228.33,93.53,0.891,179.3,2.851,230.3,6,38.7,230.31,0,0,2025-05-28
user_1247,600,220.5,57.85,381.44,176.79,0.551,160.3,2.246,24.2,3,85.5,220.5,0,0,2025-02-04
user_3057,292,50.09,46.8,228.21,148.79,0.873,243.8,1.883,88.7,8,51.0,50.09,0,0,2025-04-18
user_456,204,47.77,81.69,238.05,20.34,0.766,53.5,2.872,254.7,5,76.9,47.77,0,0,2025-06-23
user_4421,389,192.64,21.9,271.22,84.36,0.943,191.3,3.252,126.5,10,50.3,192.64,0,0,2025-03-17
user_2660,1013,150.09,93.91,403.66,168.62,0.05,240.7,2.415,79.2,6,76.6,164.05,1,0,2025-02-07
user_4061,1404,111.83,11.05,487.9,143.06,0.661,88.0,3.715,34.0,6,32.4,120.25,1,0,2025-01-04
user_3556,893,131.43,27.74,308.79,104.8,0.825,102.0,2.867,113.4,12,51.9,131.43,0,0,2025-02-11
user_1714,56,167.74,41.57,292.83,230.65,0.938,258.1,4.033,74.2,7,85.9,167.74,0,0,2025-04-24
user_4915,74,428.91,2.39,2457.67,17.87,4.241,16.4,0.126,16.3,1,10.5,702.65,1,1,2025-03-07
user_3466,1015,452.59,4.51,372.14,233.89,1.088,225.9,1.716,155.4,6,44.3,452.59,0,0,2025-04-21
user_970,1252,74.41,29.86,406.65,120.48,0.336,96.8,3.169,80.1,9,100,74.41,0,0,2025-05-24
user_1795,258,171.19,38.79,200.98,95.68,0.759,110.9,2.698,132.6,4,45.9,171.19,0,0,2025-05-11
user_989,1465,323.22,58.37,382.7,172.85,1.205,169.1,3.426,195.6,8,36.6,323.22,0,0,2025-04-24
user_1179,1046,132.63,58.37,229.92,165.75,0.896,98.4,1.764,267.2,8,55.5,132.63,0,0,2025-04-14
user_2653,1188,112.05,61.93,288.51,151.12,0.805,66.2,2.458,321.5,9,62.8,116.07,1,0,2025-04-05
user_2605,56,30.58,36.57,213.65,173.36,1.267,258.0,3.153,313.1,6,82.6,30.58,0,0,2025-06-23
user_2155,548,205.48,51.3,375.57,172.01,0.721,218.6,2.281,203.3,6,58.2,205.48,0,0,2025-03-10
user_1803,1017,31.92,54.77,320.16,166.33,0.756,153.9,3.362,211.7,3,76.2,31.92,0,0,2025-04-20
user_4621,213,208.86,7.06,675.99,51.34,1.633,143.3,1.63,82.5,3,51.4,208.86,0,1,2025-01-03
user_3087,638,73.0,83.08,350.9,188.51,0.549,159.0,2.806,206.1,6,85.8,73.0,0,0,2025-04-11
user_1069,1442,212.96,58.21,275.41,198.1,0.987,270.0,2.347,86.9,8,63.2,212.96,0,0,2025-03-25
user_4623,753,295.43,19.8,702.11,147.92,0.627,114.0,1.069,35.6,7,30.9,628.71,1,1,2025-06-03
user_924,1112,37.25,27.61,249.67,137.25,0.884,194.2,2.351,178.1,8,62.1,41.19,1,0,2025-06-04
user_3473,946,37.62,50.87,249.83,256.34,0.847,185.5,1.614,252.7,7,49.4,38.0,1,0,2025-02-06
user_1589,428,257.02,3,181.51,152.25,0.52,158.0,3.244,155.6,6,72.3,257.02,0,0,2025-03-02
user_1628,460,116.29,65.13,273.75,161.83,0.973,185.0,3.408,190.9,4,66.5,116.29,0,0,2025-05-21
user_4485,1389,53.62,70.55,419.41,111.4,0.567,194.8,3.586,90.8,8,64.4,53.62,0,0,2025-05-10
user_4907,25,155.39,1.72,1371.11,13.93,4.813,29.7,0.258,11.7,1,7.3,464.62,1,1,2025-03-28
user_3782,1490,68.12,51.59,186.79,220.45,0.705,189.9,2.007,67.8,7,72.1,68.12,0,0,2025-01-22
user_3341,436,140.02,34.25,437.88,213.69,0.205,211.8,2.238,233.5,6,70.6,140.02,0,0,2025-03-09
user_4548,163,220.14,49.38,566.95,60.61,0.792,129.2,3.242,88.0,7,76.9,220.14,0,0,2025-06-02
user_1303,978,291.8,20.54,370.27,157.92,0.552,329.1,2.354,136.8,10,67.0,291.8,0,0,2025-03-23
user_495,765,274.81,19.41,211.26,145.39,1.057,135.0,1.726,143.6,8,75.3,274.81,0,0,2025-02-03
user_4679,226,127.67,12.38,311.88,90.4,2.038,156.5,2.553,108.5,3,40.0,127.67,0,1,2025-04-02
user_1746,473,294.65,14.79,247.66,209.63,1.068,105.1,1.648,213.1,8,82.7,294.65,0,0,2025-05-06
user_4276,338,72.72,34.54,389.93,72.99,0.892,240.5,2.562,186.4,7,73.3,72.72,0,0,2025-02-11
user_4440,1366,45.41,36.83,209.66,134.71,0.759,172.0,3.217,186.7,7,55.1,45.41,0,0,2025-04-21
user_1513,1371,87.77,53.56,338.14,136.64,0.794,180.7,3.971,87.1,9,89.9,87.77,0,0,2025-06-29
user_962,1047,11.36,62.4,434.63,199.55,1.004,163.9,2.563,10,6,36.6,11.36,0,0,2025-02-03
user_303,1341,75.8,25.17,513.8,56.76,0.604,175.5,2.703,74.9,8,42.6,75.8,0,0,2025-02-14
user_3134,326,61.56,33.97,454.72,179.29,0.698,197.3,1.212,145.9,5,52.8,61.56,0,0,2025-05-05
user_4652,122,212.74,14.04,676.96,37.34,1.528,94.6,0.538,40.3,2,41.9,260.93,1,1,2025-05-05
user_3626,1041,135.74,42.06,380.14,23.76,0.615,102.7,2.527,138.7,5,52.5,135.74,0,0,2025-04-23
user_4283,102,13.69,69.99,322.02,57.69,0.683,139.4,1.079,183.1,7,96.0,13.69,0,0,2025-03-09
user_3111,398,147.78,25.32,458.16,171.91,0.878,137.0,3.102,248.0,12,68.3,147.78,0,0,2025-05-06
user_4225,493,82.36,25.23,393.51,163.39,0.865,123.7,2.805,112.6,4,100,82.36,0,0,2025-06-05
user_3568,1416,276.52,32.33,160.89,145.98,0.483,261.9,2.549,159.7,7,44.7,276.52,0,0,2025-05-22
user_720,985,228.48,81.59,312.06,211.92,0.981,239.1,3.114,209.7,6,72.6,228.48,0,0,2025-02-07
user_99,298,86.57,3,427.62,219.69,0.341,88.6,2.457,153.5,6,55.0,86.57,0,0,2025-06-08
user_240,251,100.22,43.39,332.37,193.73,0.726,266.4,3.61,141.3,5,50.3,108.82,1,0,2025-06-25
user_1237,580,10.26,61.08,189.32,61.06,0.761,204.3,3.793,272.7,14,67.6,10.26,0,0,2025-04-19
user_2702,1063,250.17,28.35,250.97,121.52,0.688,227.9,2.175,253.5,5,35.9,253.84,1,0,2025-02-15
user_3271,1320,41.59,37.64,80.42,226.52,1.084,152.6,3.676,216.1,4,69.8,41.59,0,0,2025-06-11
user_1251,1464,248.05,21.77,462.41,104.47,0.62,267.4,2.32,118.7,7,72.1,248.05,0,0,2025-03-07
user_1407,236,257.58,70.76,453.11,161.82,0.984,145.2,2.38,120.3,4,47.9,257.58,0,0,2025-05-17
user_56,244,199.47,92.49,315.71,111.33,1.318,142.9,1.662,149.3,6,41.4,199.47,0,0,2025-06-21
user_4270,153,27.23,41.94,443.74,136.74,0.661,95.5,3.251,146.7,8,56.9,27.23,0,0,2025-03-18
user_3477,812,387.27,3,214.29,143.52,1.326,225.4,3.351,259.1,4,77.2,387.27,0,0,2025-01-02
user_161,500,69.07,54.44,453.69,113.12,0.913,186.8,4.03,93.1,7,100,69.07,0,0,2025-01-11
user_1737,240,120.47,81.08,290.32,82.39,0.932,269.5,2.15,196.7,7,21.8,120.47,0,0,2025-06-18
user_1783,415,24.43,77.38,398.43,136.4,0.819,235.8,5.006,232.3,5,38.9,24.43,0,0,2025-03-26
user_542,126,48.9,42.12,338.42,151.61,0.842,203.3,2.337,171.1,8,85.8,39.73,1,0,2025-02-27
user_4951,59,91.43,2.8,1984.39,25.93,6.314,26.0,0.259,5.6,2,7.3,203.09,1,1,2025-06-23
user_2455,1434,196.52,61.28,237.05,168.57,1.287,126.9,3.76,130.1,6,49.2,196.52,0,0,2025-04-13
user_2042,117,146.72,62.21,635.65,174.32,0.677,105.1,2.807,239.4,7,79.4,146.72,0,0,2025-05-20
user_782,876,63.0,59.13,380.25,145.01,1.507,197.9,3.144,234.4,6,74.4,63.0,0,0,2025-03-26
user_666,163,30.49,61.33,415.26,132.67,1.006,311.8,2.52,217.9,7,100,30.49,0,0,2025-01-28
user_4406,991,126.57,42.69,337.06,177.04,1.362,202.9,3.384,292.0,4,45.2,126.57,0,0,2025-03-28
user_3391,64,249.77,18.76,71.95,96.39,1.429,236.4,1.398,210.8,7,51.7,249.77,0,0,2025-06-21
user_3021,611,446.67,33.28,299.11,109.11,0.319,156.6,1.512,51.5,7,67.6,446.67,0,0,2025-06-10
user_4835,685,80.26,15.3,575.33,112.59,1.866,79.2,0.839,78.8,4,12.5,80.26,0,1,2025-05-16
user_181,1432,128.26,78.82,281.87,160.45,0.31,137.3,2.538,202.8,5,56.6,128.26,0,0,2025-04-15
user_2179,931,290.08,58.24,405.26,195.9,1.117,204.8,2.138,354.9,9,47.9,290.08,0,0,2025-05-19
user_4775,301,108.13,15.58,383.66,62.73,0.436,137.9,0.737,62.3,2,28.7,182.65,1,1,2025-05-20
user_148,853,115.48,28.9,355.72,63.53,1.406,326.8,2.677,379.5,7,34.6,115.48,0,0,2025-01-12
user_3487,463,88.09,52.86,462.71,119.75,0.954,317.8,2.743,19.4,8,49.3,88.09,0,0,2025-05-29
user_972,568,144.92,39.87,614.71,138.37,1.111,238.6,3.856,133.0,10,76.3,144.92,0,0,2025-02-06
user_3648,1289,14.13,79.92,630.21,122.5,0.746,152.0,3.818,256.8,7,77.3,14.13,0,0,2025-06-01
user_4492,1148,18.96,32.24,315.87,177.33,0.572,116.4,3.532,261.9,6,80.2,18.96,0,0,2025-03-15
user_4611,156,29.34,9.09,550.71,76.8,1.666,105.5,1.187,31.0,4,14.2,60.92,1,1,2025-06-13
user_4936,60,270.26,1.9,2379.46,31.67,4.464,27.8,0.22,10.7,2,6.3,801.97,1,1,2025-02-13
user_4499,405,38.56,61.54,467.39,118.88,0.65,248.5,2.417,140.2,6,53.9,38.56,0,0,2025-05-06
user_2351,452,52.63,68.26,334.84,132.22,0.665,228.9,2.775,141.2,12,80.2,52.63,0,0,2025-03-23
user_903,1035,132.33,22.27,430.65,187.33,0.664,136.1,2.278,107.5,5,72.1,132.33,0,0,2025-06-03
user_3034,60,231.19,19.12,382.63,116.8,1.002,151.2,3.172,238.4,6,71.9,231.19,0,0,2025-02-26
user_2472,1171,60.5,52.16,323.82,114.46,1.254,136.3,1.375,188.8,5,48.1,60.5,0,0,2025-06-21
user_3613,418,276.52,49.9,498.23,192.86,0.563,248.0,2.09,200.2,4,59.8,263.45,1,0,2025-04-30
user_3288,447,153.76,92.85,324.46,144.99,0.885,163.6,2.56,166.7,8,34.5,153.76,0,0,2025-06-12
user_2135,146,62.8,76.86,313.6,116.01,0.778,154.1,3.718,423.9,9,57.7,62.8,0,0,2025-03-18
user_4467,1141,238.25,60.13,453.77,106.6,0.906,269.7,2.663,10,4,60.4,238.25,0,0,2025-01-04
user_4627,638,258.34,14.48,498.26,68.0,2.201,117.5,1.302,77.7,4,53.0,423.7,1,1,2025-04-29
user_2182,937,30.45,30.73,521.26,105.04,1.134,179.6,2.598,111.4,8,63.4,30.45,0,0,2025-04-06
user_3072,425,91.73,66.84,305.28,200.95,0.718,208.3,2.482,134.3,7,66.2,71.01,1,0,2025-01-06
user_1346,607,287.23,36.19,339.27,122.12,0.804,225.4,2.899,288.6,11,67.5,287.23,0,0,2025-05-17
user_3993,76,216.1,55.64,260.77,142.43,1.132,120.9,1.79,170.9,6,70.3,216.1,0,0,2025-02-04
user_4375,317,299.72,23.05,362.57,111.97,0.65,137.3,2.48,216.3,5,52.2,299.72,0,0,2025-05-02
user_208,661,138.94,70.3,533.64,198.84,0.643,268.3,2.057,142.1,9,83.8,138.94,0,0,2025-04-26
user_941,1031,33.75,69.49,179.68,173.12,1.027,55.3,3.597,33.7,3,88.4,33.75,0,0,2025-02-19
user_1724,1192,103.73,22.83,564.06,107.21,1.079,250.1,3.41,65.8,8,87.4,103.73,0,0,2025-02-03
user_4983,59,391.42,2.66,3172.84,19.18,5.561,30.0,0.497,10.9,1,14.6,952.13,1,1,2025-01-18
user_3804,906,100.97,48.59,337.15,127.25,0.633,196.0,3.02,189.7,9,55.3,100.97,0,0,2025-01-08
user_1596,533,36.96,91.4,368.76,97.36,0.432,106.1,3.298,125.8,6,74.4,36.96,0,0,2025-03-14
user_933,138,34.05,84.73,452.45,130.42,0.77,30,2.395,211.1,7,47.7,34.05,0,0,2025-01-03
user_3022,556,291.86,56.71,398.69,147.32,1.012,188.0,2.65,99.8,5,53.0,291.86,0,0,2025-01-01
user_1026,989,333.12,54.72,322.38,128.23,0.534,84.1,1.79,301.3,6,15.9,333.12,0,0,2025-02-26
user_1321,715,35.61,43.9,408.47,157.19,1.323,228.6,2.642,77.4,6,90.7,35.61,0,0,2025-06-13
user_4852,77,49.74,2.09,1707.02,26.56,3.496,28.1,0.302,13.9,1,0,127.16,1,1,2025-01-28
user_3997,721,41.61,18.02,387.55,129.36,0.663,247.5,0.435,150.3,9,45.6,41.61,0,0,2025-03-03
user_1213,922,30.65,29.89,376.06,108.25,0.547,206.4,2.529,98.0,10,33.5,30.65,0,0,2025-03-25
user_891,1355,277.83,49.15,219.27,122.95,1.311,139.7,1.538,67.5,7,90.5,312.75,1,0,2025-03-30
user_2739,818,117.69,54.76,131.87,11.92,0.534,178.9,2.439,191.6,9,92.0,117.69,0,0,2025-04-22
user_960,250,391.19,65.19,402.82,214.65,0.714,257.8,2.435,194.9,4,54.5,391.19,0,0,2025-03-22
user_1861,62,256.8,57.49,275.27,183.64,0.565,145.7,1.405,159.1,5,72.5,256.8,0,0,2025-06-07
user_2826,1145,132.95,42.57,350.22,153.95,0.572,196.6,1.516,27.7,9,56.4,132.95,0,0,2025-06-03
user_93,107,26.63,3.92,562.48,196.33,1.055,114.6,1.609,175.5,7,76.0,26.63,0,0,2025-04-26
user_2774,729,31.86,39.15,397.98,222.85,0.836,219.4,1.693,47.8,7,71.8,28.01,1,0,2025-01-04
user_4512,1355,276.39,22.84,237.82,34.8,0.388,292.7,1.806,82.6,8,60.5,276.39,0,0,2025-05-02
user_3339,695,84.73,67.38,281.84,133.07,0.513,144.6,3.628,319.1,5,40.9,84.73,0,0,2025-04-04
user_4644,593,35.5,19.67,387.8,97.24,0.961,53.3,0.645,51.2,3,11.7,86.96,1,1,2025-05-05
user_3563,147,109.78,57.03,419.46,149.56,0.633,125.4,0.83,138.5,6,34.4,109.78,0,0,2025-03-31
user_4081,324,10.32,82.11,350.66,165.37,1.103,142.3,1.877,199.8,3,74.1,10.32,0,0,2025-03-25
user_778,1382,61.36,68.02,292.06,67.26,0.261,191.1,1.677,186.3,5,58.9,61.36,0,0,2025-03-23
user_4378,604,375.59,44.65,392.83,153.14,0.381,216.4,2.771,167.4,6,57.5,375.59,0,0,2025-01-01
user_3839,231,59.51,36.22,345.93,177.04,0.246,214.2,3.693,184.6,13,70.7,59.51,0,0,2025-04-22
user_2269,537,103.48,57.29,494.74,140.84,0.721,134.4,2.675,79.8,6,98.9,103.48,0,0,2025-01-31
